"","terms","tdif","degree","frequency","ratio","apmis","agg"
"disabl","disabl",0.271935302472829,9471,2706,0.655388049683249,0.742422135329317,0.556581829161798
"engin","engin",-0.340152163740794,6030,1329,1.3088034359301,0.698038427952469,0.555563233380591
"network","network",0.546946677662904,9679,3374,0.257700410604494,-0.860488646995385,0.555045245087594
"digit","digit",0.273139220258058,9056,2693,0.568953841742646,0.821157348450238,0.554416803483648
"demand","demand",-0.727008368796738,2805,566,1.57249154315811,0.807343083245349,0.550942085868906
"direct","direct",0.0643561648854994,8128,2229,0.747662333773082,0.83316299565878,0.54839383143912
"contribut","contribut",-0.65042366353422,3259,710,1.34212462638816,0.940582699884512,0.544094554246149
"chrome","chrome",-0.30716453783276,5389,1403,0.870236308477934,1.06284794014865,0.541973236931275
"cryptograph","cryptograph",-0.707366904930365,2976,600,1.57511819879476,0.755007874168439,0.54091972267761
"govern","govern",-0.692831229975108,3508,625,1.98635096683585,0.321862257624273,0.538460664828337
"cool","cool",0.301243245303867,7451,2809,0.121532190102756,1.16177699468723,0.528184143364619
"degre","degre",-0.18608391212812,6538,1628,0.980424789128937,0.772321950987405,0.52222094266274
"experi","experi",-0.246152892901414,6690,1540,1.18716584449065,0.623008315552093,0.521340422380443
"button","button",-0.632192366411521,3222,742,1.18600812795624,1.01012497263128,0.521313578058665
"employ","employ",-0.648074700640839,3463,714,1.50591169012634,0.701205010639527,0.519680666708342
"caught","caught",-0.580439798941298,3485,846,1.04557118234171,1.09314400688252,0.519425130094311
"config","config",-0.65754915654791,3136,693,1.30124808935959,0.912708426847307,0.518802453219662
"convert","convert",-0.183950791546806,6099,1668,0.753959700137449,0.980063395299072,0.516690767963238
"extrem","extrem",-0.156998239301726,7394,1740,1.12749012590802,0.574932271142808,0.515141385916367
"cours","cours",-0.539367363004107,4013,915,1.21339485098191,0.865901538683256,0.513309675553685
"script","script",0.762946247172896,4389,3921,-0.844302949761499,-1.6211102839503,0.513251193787233
"problem","problem",0.738705131294584,7416,3885,-0.346941231664539,-1.14633573714212,0.512699878924055
"danger","danger",-0.530233853789411,4045,945,1.14701737850092,0.918548301377364,0.511777275362956
"chines","chines",-0.511109914541115,3945,971,1.00993887744833,1.03223981519886,0.510356259368689
"establish","establish",-0.64955272942826,3444,711,1.50196932386398,0.673106965495985,0.508507853310567
"rememb","rememb",1.09365560658724,4760,4865,-0.933088432348797,-1.3596473191967,0.506738164478381
"bind","bind",-0.631756260289718,3092,739,1.08629578354784,1.06025268315816,0.504930735472097
"crash","crash",-0.585928293560706,3613,830,1.19274482932589,0.906082508070039,0.504299681278406
"fairli","fairli",-0.172400303528385,7419,1706,1.190071943721,0.4851136195848,0.500928419925804
"remot","remot",0.729894439259619,5220,3833,-0.691539396725437,-1.44773523257352,0.495363425035902
"pass","pass",1.18501771401821,7029,5085,-0.6786610755585,-0.976856781362835,0.494404473274181
"constant","constant",-0.35942120202173,4866,1278,0.849105731742557,0.987587114514888,0.492423881411905
"encourag","encourag",-0.732979693844188,2700,558,1.49871109847087,0.711189835735991,0.49230708012089
"dump","dump",-0.287091193506471,6392,1438,1.25073226474724,0.508011949033517,0.490551006758094
"camera","camera",-0.683680003372517,2712,638,1.12834586029047,1.02602129630228,0.49022905107341
"audio","audio",-0.729544443286631,2402,557,1.16715349135089,1.03206570439836,0.489891584154207
"vulner","vulner",0.532244465197431,624,3343,-1.4318584553085,-2.36617234115961,0.488852783682848
"demonstr","demonstr",-0.610646920211647,3461,789,1.21388175534804,0.859433229041732,0.487556021392708
"convers","convers",-0.739755010072695,2473,543,1.31956412673658,0.881590124519015,0.487133080394299
"miss","miss",1.50072693075253,8405,6027,-0.6709397909188,-0.626514602740217,0.485433914191316
"defend","defend",-0.585824303775808,3651,833,1.21160631069027,0.829411679505875,0.485064562140111
"error","error",0.305043210876267,9483,2787,0.594020266904159,0.555934146000236,0.484999207926887
"deliv","deliv",-0.571812635874014,3681,862,1.14064121928726,0.871801489088041,0.480210024167096
"bio","bio",-0.659131284234129,2852,679,1.09654011244933,1.00269308840371,0.480033972206301
"context","context",-0.546114321898663,3798,912,1.07397468027203,0.906099693208958,0.477986683860775
"handl","handl",0.903057464987684,13770,4331,0.453428093578118,-0.0720220833042471,0.476169213956683
"approv","approv",-0.743395408842629,2279,536,1.12902745125238,1.04201157437054,0.475881205593429
"intern","intern",0.950556580945098,12462,4434,0.221070561248013,-0.25406148443516,0.475229542209424
"forc","forc",0.00950648952241341,8538,2107,1.0032519958546,0.407491762832111,0.473416749403042
"environ","environ",-0.641032909734391,3442,726,1.43718817831968,0.621392811092698,0.472516026559328
"log","log",0.751814028904683,10432,3856,0.154824406316985,-0.504888489338946,0.470508974853538
"destroy","destroy",-0.572894412606449,3737,859,1.19110405740643,0.792729021366723,0.470312888722236
"explain","explain",0.607926622092362,10320,3570,0.271593668362975,0.526480076229939,0.468666788895092
"catch","catch",-0.508283690938368,3647,988,0.775895091848184,1.11930039686231,0.462303932590708
"expert","expert",-0.61535004205634,3660,777,1.41789770681145,0.582474612294626,0.461674092349912
"default","default",-0.419003210524056,4634,1170,0.945596778386622,0.855856814424416,0.460816794095661
"deep","deep",-0.237323437016115,5419,1548,0.655794995521056,0.962349004480412,0.460273520995118
"microsoft","microsoft",0.74876909574762,9483,3879,-0.00939904863469723,-0.640824705518417,0.46006491754378
"relat","relat",0.543484918859826,5069,3401,-0.610536095129638,-1.44633588459394,0.459761569441377
"broke","broke",-0.649541152556137,2855,714,0.969481842212024,1.05863873434911,0.459526474668332
"engag","engag",-0.728418418612126,2614,565,1.36505981584821,0.734609933209548,0.45708377681521
"manag","manag",0.58982836276952,10098,3515,0.260301412430707,-0.519862390690553,0.456664055296927
"standard","standard",0.648992872738101,2716,3649,-1.08056259815624,-1.80112840378557,0.456519559455812
"financi","financi",-0.546237703322746,4326,910,1.44525113875161,0.463940274563543,0.454317903330803
"disclos","disclos",-0.680384029415255,3033,652,1.38099245129551,0.66211003298292,0.454239484954391
"main","main",0.76326003445658,10058,3950,0.0546210180024705,-0.543489413909019,0.453790155456023
"correspond","correspond",-0.730300499035106,2525,562,1.28085656136392,0.801324016742317,0.450626693023709
"cabl","cabl",-0.701396079819022,2508,602,1.07500734358226,0.9768229928915,0.450144752218244
"essenti","essenti",-0.00584802123653632,7408,2083,0.690923036931818,0.65723188678494,0.447435634160074
"total","total",0.726412905031774,1457,3881,-1.31294867563481,-1.92698308156186,0.446815770319609
"complain","complain",-0.65687143662415,2865,698,1.03624737664978,0.952415014791734,0.443930318272456
"extra","extra",0.49744438546915,9732,3289,0.314555011297945,0.5181603830679,0.443386593278331
"special","special",0.811671121699829,2642,4104,-1.14390512368004,-1.66202757910375,0.443264525707844
"display","display",-0.298950767262019,5479,1422,0.87777622322523,0.749840294720495,0.442888583561235
"malici","malici",0.130633871932163,8075,2373,0.594198006627467,-0.597366008394233,0.440732628984621
"web","web",0.460646674500342,375,3170,-1.47492334534621,-2.33642768184296,0.440717003665696
"dynam","dynam",-0.22764403428694,6107,1570,0.900949017860652,0.639870627762828,0.437725203778847
"discuss","discuss",-0.396065240959898,4722,1221,0.886783252288631,0.819718368303186,0.436812126543973
"reason","reason",0.606672851485076,5174,3571,-0.63671068271726,-1.33267024534589,0.43421080470457
"effici","effici",-0.417996954497982,4782,1173,1.01869805322991,0.692782789027722,0.431161295919882
"arriv","arriv",-0.661409903410795,2610,690,0.833418007075292,1.11683422482386,0.42961410949612
"number","number",0.753342506006313,7781,3858,-0.27892668383899,-0.799575803375013,0.424663875180779
"share","share",0.70718749905402,3128,3798,-1.03062134345778,-1.59670085809288,0.424422337896372
"educ","educ",-0.695855505243596,2736,625,1.20823406260123,0.748881805110086,0.420420120822575
"extern","extern",-0.105729186369444,7053,1835,0.871837551013847,0.493657172232575,0.419921845625659
"conflict","conflict",-0.698807642322383,2615,616,1.12478421856132,0.829915459017707,0.418630678418882
"compet","compet",-0.677189109989783,2648,661,0.974176244073027,0.955450211080773,0.417479115054672
"compat","compat",-0.633775458544912,2974,743,0.97205982708802,0.892501990282655,0.410262119608588
"encount","encount",-0.709173767262883,2634,602,1.20685779503182,0.714834732576768,0.404172920115234
"list","list",0.843759809847863,9743,4153,-0.071567334874028,-0.436514636957178,0.402902370643671
"append","append",-0.686301143762016,2463,641,0.871104895931594,1.02289469647763,0.402566149549069
"attend","attend",-0.736982968144481,2175,550,0.941729939194926,1.00013732023179,0.401628097094079
"embed","embed",-0.577366180843091,3631,850,1.14156289079296,0.637790361568321,0.400662357172729
"ethic","ethic",-0.697027158917239,2739,619,1.2380174678415,0.656796664902646,0.399262324608969
"separ","separ",0.542601459489205,3607,3390,-0.879167971523934,-1.52924425853012,0.397559248831798
"mention","mention",0.864459482593027,9154,4261,-0.196104428095093,-0.51865322278487,0.395669425760935
"month","month",0.664334083814435,8536,3713,-0.101216217435015,-0.623433415831891,0.395517094070437
"enterpris","enterpris",-0.747870887275362,2385,527,1.30147750095144,0.628881560017389,0.394162724564488
"high","high",0.808964260918637,11890,4085,0.284124936391058,0.0810468241182413,0.391378673809312
"replac","replac",0.683268013109586,4336,3748,-0.820663135514566,-1.30236337122331,0.388322749606109
"releas","releas",0.51530838489691,4457,3328,-0.705785616318145,-1.35421577727508,0.387912848617948
"drop","drop",-0.149684806088257,5743,1751,0.516697840377222,0.793276793057035,0.386763275782
"experienc","experienc",-0.611160777909906,3350,787,1.13205451658191,0.639201660507326,0.386698466393111
"either","either",-0.641786394096147,3075,731,1.10049104428259,0.698046474574952,0.385583708253799
"friend","friend",1.30042217882454,10031,5431,-0.385929477254771,0.241876034834575,0.385456245468114
"distro","distro",-0.383329691399147,4776,1234,0.888684756097382,0.646800758327703,0.384051941008646
"date","date",-0.480256770197062,3899,1039,0.814543431004706,0.817775326432446,0.384020662413363
"blog","blog",-0.277829084259738,4228,1474,0.257501036048366,1.16416864014382,0.381280197310817
"figur","figur",-0.0805659114637868,6749,1908,0.67882966558562,0.539146875334459,0.379136876485431
"option","option",0.769920644914807,7146,3961,-0.412954190697545,-0.777158763370149,0.378041739195803
"target","target",0.313096334641002,1963,2818,-1.11062402970389,-1.92396463338938,0.375478979442163
"count","count",-0.460324191036771,3762,1082,0.640832778035243,0.945498028561766,0.375335538520079
"debug","debug",-0.576264579301785,3329,852,0.911953071341951,0.78955600342085,0.375081498487005
"amazon","amazon",-0.0738931334206945,4534,1923,-0.0641594868155959,1.25909494014253,0.373680773302081
"technic","technic",0.44858852151599,1617,3141,-1.22514248180791,-1.89403576337753,0.372493934361869
"desir","desir",-0.566451330823366,3369,875,0.876051290937791,0.806826859195669,0.372142273103364
"event","event",-0.234234957486231,5563,1545,0.718791001399718,0.627420585460494,0.370658876457994
"debian","debian",-0.443128067986028,4011,1104,0.739267548839115,0.815399853312149,0.370513111388412
"retweet","retweet",1.32750712983861,3051,5545,-1.20282880419503,-0.986376843214346,0.370351722952642
"feder","feder",-0.557327908829558,3792,884,1.15279371205218,0.514009190714239,0.369824997978953
"disagre","disagre",-0.628333090210122,3018,755,0.968695380710529,0.767794834829319,0.369385708443242
"edit","edit",0.0573807818677778,6737,2218,0.363985473936739,0.686754531090804,0.369373595631774
"electron","electron",-0.658879968309138,2924,693,1.10853545260887,0.656279309580512,0.368644931293415
"expens","expens",-0.219193822517953,5664,1594,0.688980228691206,0.608208673273117,0.35933169314879
"state","state",0.333057120781322,2703,2870,-0.9561480953162,-1.70015884728664,0.359022624250588
"onlin","onlin",0.332885085154917,7112,2878,0.00726840525761695,-0.735357625981796,0.358503705464777
"doubl","doubl",0.282886030626536,6777,2740,0.00865249587596183,0.780952635774673,0.35749705409239
"request","request",0.398549282192173,4426,3002,-0.620674264195872,-1.28637818248247,0.354751066826256
"version","version",0.499081361671454,680,3269,-1.41840520108329,-1.98306979603444,0.354581985540869
"question","question",0.577365172380742,4813,3467,-0.674924819348029,-1.15898567223311,0.353808675088607
"defac","defac",-0.421770435632846,4512,1124,0.97933141863614,0.502539421302172,0.353366801435155
"googl","googl",0.564210378202577,10613,3446,0.390683835165431,0.103422254470418,0.352772155946142
"chanc","chanc",-0.197808982358503,4456,1652,0.149748485468076,1.10505702102069,0.352332174710087
"protect","protect",0.271668794261999,5344,2715,-0.309494471339028,-1.0931526592157,0.35177566071289
"report","report",0.24001204889432,4316,2631,-0.516045218184079,-1.32955664112425,0.351174490611496
"firewal","firewal",-0.287027443555512,5689,1431,0.954956493280686,0.384986287331831,0.350971779019001
"clone","clone",-0.701033768724964,2373,612,0.893164108915005,0.859698033046348,0.350609457745463
"gather","gather",-0.748892412716842,2430,528,1.34976713174907,0.446435503447161,0.349103407493129
"element","element",0.612132029657326,8483,3504,-0.024363407319044,0.452734334727384,0.346834319021889
"offer","offer",0.479684960825939,7213,3242,-0.147888389777209,-0.707646308769859,0.34648095993953
"exact","exact",-0.163498856075952,5893,1723,0.605116185738221,0.591176521953875,0.344264617205381
"declar","declar",-0.194977540574797,5164,1632,0.443859996990064,0.775582534077242,0.34148833016417
"construct","construct",-0.682056155181132,2521,650,0.89380071215051,0.806220835907448,0.339321797625609
"exampl","exampl",-0.0945932514377552,6120,1873,0.508914924033949,0.60343669354442,0.339252788713538
"dollar","dollar",-0.638090307007366,2874,732,0.92389224771715,0.727746191841733,0.337849377517172
"extens","extens",-0.273208837647195,5338,1470,0.738096053959887,0.542653093013032,0.335846769775241
"media","media",0.326825496552737,7897,2841,0.201605195354342,-0.478349490829917,0.335593394245665
"hope","hope",0.889030555501362,10927,4323,0.042849559829643,0.0703049552234244,0.33406169018481
"fals","fals",-0.0408843669483454,6544,1976,0.536793817711408,0.502817788158374,0.332909079640479
"fulli","fulli",-0.126565393823998,6659,1806,0.773286072407991,0.349876652855341,0.332199110479778
"familiar","familiar",-0.412144863258853,4469,1187,0.822296182246964,0.578894348161519,0.329681889049876
"safe","safe",0.543413051027169,3406,3383,-0.915209487292729,-1.35784613785218,0.328683233862207
"focus","focus",-0.41695011407912,4603,1175,0.918359567106271,0.480243171913785,0.327217541646979
"receiv","receiv",0.354137823117823,4742,2931,-0.530258853653691,-1.15265279240757,0.325510587290569
"winner","winner",1.09471575863751,29,4881,-1.54570169837846,-1.42386856046507,0.324294206908041
"brand","brand",-0.740103114945821,1989,543,0.758059810066165,0.949144542141484,0.322367079087276
"gain","gain",-0.415311764266113,4874,1182,1.04817547747871,0.333091666582638,0.321985126598411
"forens","forens",0.103939881780498,7843,2265,0.631886523299045,0.229248630967142,0.321691678682228
"deriv","deriv",-0.566634447848141,3204,857,0.805709188646264,0.724699587654205,0.321258109484109
"librari","librari",0.727723150029807,8406,3820,-0.163219936436941,-0.396900493863212,0.320467902485359
"disk","disk",-0.71666866393397,2367,581,1.01698709328861,0.658840883733276,0.319719771029307
"bitcoin","bitcoin",-0.725010472565428,2087,564,0.781601868358077,0.899853197837236,0.318814864543295
"focu","focu",-0.684766657641666,2720,647,1.09888605197019,0.538824550030516,0.317647981453014
"identifi","identifi",0.00591248995831492,7957,2088,0.851192144436493,0.0908779301775387,0.315994188190782
"product","product",0.835316942890254,4268,4159,-0.90298241594069,-1.01151617745869,0.314616901469417
"refer","refer",0.54911531459008,3904,3390,-0.823977472819825,-1.21847756637171,0.314538469380656
"form","form",-0.189527567273561,6070,1657,0.758225743375705,0.365727284553148,0.311475153551764
"directori","directori",-0.206836269869343,5219,1605,0.498979367730048,0.635403591919567,0.309182229926757
"sound","sound",0.620502707541305,2172,3609,-1.17032117319407,-1.47320762541118,0.307796386586137
"hardwar","hardwar",-0.704498369008899,2695,608,1.24285988023731,0.381886202504933,0.306749237911113
"forum","forum",-0.575192665139096,3473,849,1.02749759820885,0.456735355267249,0.303013429445667
"messag","messag",0.348763500279697,7199,2890,0.0197685031104764,-0.533675498564117,0.300735833984764
"potenti","potenti",0.115873587082675,5313,2361,-0.131852034606988,-0.908984049242383,0.297668533906023
"bundl","bundl",-0.0882253502387138,4248,1890,-0.133552032561782,1.10702745189587,0.295083356365123
"involv","involv",0.324680439405877,9026,2865,0.435179642995263,-0.124954870409248,0.294938317603463
"dead","dead",-0.392431569594735,3681,1227,0.340411971220404,0.934817693410697,0.294266031678789
"futur","futur",-0.0444033758771021,6698,1992,0.568738004001703,0.343953883738303,0.289429503954302
"game","game",0.96376890031639,8925,4427,-0.279437045171805,0.180160408003028,0.288164087715871
"limit","limit",0.525994472217239,8553,3359,0.0545986079709985,-0.278703807161164,0.286432295783134
"place","place",0.353330740431971,5804,2929,-0.301154189281247,-0.806112609682005,0.286096386944243
"static","static",0.507951722887972,1781,3205,-1.19938372218236,-1.54653073701527,0.285032912573627
"contest","contest",0.576985120525622,5659,3507,-0.532934874223767,0.806028869860105,0.28335970538732
"hit","hit",0.726173303986575,9305,3874,-0.036356006992509,0.154545003236741,0.281454100076936
"forward","forward",0.174229908652369,7211,2490,0.274886827186768,0.394468793891035,0.281195176576724
"dual","dual",-0.731516716568722,2172,558,0.902627337078816,0.6695580510865,0.280222890532198
"million","million",0.350184530182572,6860,2889,-0.0536079483243251,-0.542302041765769,0.279626207874672
"individu","individu",-0.121614020264717,7067,1806,0.91560084540117,0.0424341485270357,0.278806991221163
"frequent","frequent",-0.629889917875339,3055,751,1.01314383520763,0.452208017887423,0.278487311739903
"resourc","resourc",0.225788784573098,3635,2602,-0.66939988371313,-1.27693374282057,0.277774214560179
"extract","extract",-0.612855567409646,3113,781,0.961491562555591,0.482314939586814,0.27698364491092
"door","door",-0.677915511359656,2464,657,0.813115796736941,0.694541472073561,0.276580585816949
"chat","chat",-0.633836883320395,2469,739,0.555226509170707,0.897373204623274,0.272920943491195
"project","project",0.349963078169609,4493,2897,-0.572442414272881,-1.04019766793765,0.272572777278125
"prefer","prefer",0.437934102887489,5176,3143,-0.512017721240608,-0.890331646631336,0.272082676092739
"dumb","dumb",-0.612011464294432,2763,784,0.670654747363846,0.739143904679401,0.265929062582939
"fundament","fundament",-0.62144542023809,3098,765,1.00165586927443,0.417368942788581,0.265859797274973
"major","major",0.237005550473333,7372,2645,0.206323856154557,-0.353396767385207,0.265575391337699
"host","host",0.49590933406384,9371,3263,0.259713227244021,0.0400367520858716,0.265219771131244
"otherwis","otherwis",0.330064665696236,6144,2889,-0.209733162709508,-0.675000902758949,0.265110801915226
"social","social",0.253021514008763,2223,2665,-1.02397221256012,-1.56329252512306,0.26411394219057
"fbi","fbi",-0.574722529164062,3245,854,0.844226166981816,0.515485976981882,0.261663204933212
"evalu","evalu",-0.609051077991185,2884,783,0.770839051623015,0.622937680515563,0.261575218049131
"equal","equal",-0.225398642787909,4873,1568,0.408308600378849,0.586835412041887,0.256581789877609
"rule","rule",0.501399744051661,2813,3281,-1.00934836501477,-1.26612588919542,0.252725756077436
"consol","consol",-0.671493890062581,2299,669,0.615368667516819,0.811988710439997,0.251954495964745
"process","process",0.0372946373830881,4758,2158,-0.160513840310868,-0.87823330086238,0.2516713659782
"excel","excel",-0.325103139690383,4199,1369,0.382746228661721,0.688166966844457,0.248603351938598
"dark","dark",-0.621793720514625,2511,765,0.518280815528834,0.843255367630847,0.246580820881685
"solut","solut",0.270272668992882,2182,2723,-1.04464993238375,-1.51091600520972,0.245512913939616
"column","column",-0.687745820020228,2158,633,0.59816490746646,0.82462019754022,0.245013094995484
"internet","internet",-0.030676623641659,7178,2017,0.692398129304317,-0.0645062430104508,0.24207591622437
"laptop","laptop",0.476179798871281,7974,3178,0.0311843548566288,-0.217729207609896,0.241697787112602
"practic","practic",0.124198120245631,5006,2375,-0.221637974264033,-0.82097181051329,0.241177318831629
"anim","anim",-0.569212874407242,2400,859,0.210608092552363,1.0816953293777,0.241030182507606
"crazi","crazi",-0.408126753971789,3292,1197,0.183055500944062,0.947459889067078,0.240796212013117
"select","select",0.540031182507268,2537,3354,-1.07294222701031,-1.252239685843,0.239776213779987
"mostli","mostli",0.143595932199388,6356,2430,0.0982822121386776,-0.477425834932792,0.239767993090286
"group","group",-0.379544864924373,4536,1241,0.753104238408628,0.344774740916283,0.23944470480018
"huge","huge",0.597950929365102,9247,3556,0.0886791211103346,0.0185325871443838,0.23505421253994
"manual","manual",0.246498916097448,6694,2667,0.0316952598961154,-0.426099840757437,0.234764672250333
"fair","fair",-0.337409090294095,4287,1346,0.456948440072184,0.581350138506209,0.2336298294281
"express","express",-0.440122265257248,3812,1124,0.587012459696652,0.546742811803516,0.231211002080974
"research","research",0.0866899342993979,3319,2293,-0.637621032990437,-1.2437989417441,0.230955947684353
"flaw","flaw",-0.594938659940049,3132,817,0.865500611203752,0.421447546588273,0.230669832617325
"lock","lock",0.582096646794336,7252,3411,-0.210126691868275,-0.316263222866351,0.229411059264137
"secur","secur",0.030407273597743,2944,2148,-0.68604638503654,-1.34128077655972,0.228547221706974
"valid","valid",0.292425689528454,469,2764,-1.44255319651826,-1.82427010311362,0.224714198707936
"particular","particular",0.121265672900332,5380,2374,-0.121835988916307,-0.6744639497307,0.224631211238242
"immedi","immedi",-0.127009477805207,6318,1805,0.655562551665777,0.139934124276888,0.222829066045819
"machin","machin",-0.000721359799407659,6426,2067,0.408984412104913,-0.258779521130081,0.222347524478529
"convinc","convinc",-0.721707959268682,1941,579,0.562364026510284,0.82457874373319,0.221744936991597
"fake","fake",-0.359231671964705,4234,1286,0.524597049761663,0.498729145680291,0.221364841159083
"hand","hand",0.0159555023692769,6487,2131,0.368199630887703,0.277307157594619,0.220487430283866
"die","die",-0.441919948483204,3206,1123,0.248976350936444,0.845386794426198,0.217481065626479
"duplic","duplic",-0.601903857944635,2786,798,0.649862153569866,0.602738144979019,0.21689881353475
"global","global",0.196596135102533,7035,2507,0.21829121004534,0.234162913855116,0.21635008633433
"initi","initi",0.249362786023761,8207,2665,0.390524488018995,0.00677708508343871,0.215554786375398
"thread","thread",0.413570871917672,1003,2962,-1.33612849233301,-1.56244314601726,0.21329517520064
"fuck","fuck",0.323219802449242,6595,2829,-0.0808921931144869,0.395715679678284,0.21268109633768
"equival","equival",-0.447915704548055,3526,1114,0.444461519581559,0.640696790953771,0.212414201995758
"fund","fund",-0.748047951373541,2047,527,0.89744746482073,0.471233698830932,0.20687773742604
"solv","solv",0.336228126113405,1895,2880,-1.13494472963508,-1.41614028515633,0.205807893878221
"empti","empti",-0.113009094927755,4789,1812,0.115478723134906,0.6104826017998,0.204317410002317
"field","field",-0.28358307854969,4567,1435,0.455427626352481,0.439742813754929,0.203862453852573
"load","load",0.419587250983413,6835,3055,-0.140042537989697,-0.328365576312002,0.202636763101906
"virtual","virtual",0.212863867171784,448,2537,-1.43820344070656,-1.82794874599803,0.200869724154416
"search","search",0.232056528936662,2687,2623,-0.904121798199698,-1.27095660025853,0.199630443665164
"expand","expand",-0.599709807139696,2726,808,0.575864386308966,0.618092227437036,0.198082268868769
"entri","entri",0.264522026436113,5748,2713,-0.214772550419598,0.537583199137434,0.19577755838465
"perform","perform",0.0820525305206433,4961,2278,-0.177542545865557,-0.680968156129037,0.195159380261374
"chip","chip",-0.731176471381354,1781,557,0.46481903991309,0.840002730429261,0.191215099653665
"physic","physic",0.0877840128215248,4788,2268,-0.219545501602432,-0.704141976132424,0.190793495783839
"front","front",-0.34751420785509,4088,1321,0.400021372897702,0.51129531743874,0.187934160827117
"format","format",0.0390391168473435,6332,2165,0.292983702592742,0.222799060899854,0.18494062677998
"purpos","purpos",0.0428114349341125,3834,2194,-0.448607412203387,-0.949595730638165,0.181266584456297
"notic","notic",0.214578910684548,5846,2598,-0.131930908568374,-0.459596507099846,0.180748169738673
"filter","filter",-0.369673624900207,3994,1262,0.444239268082958,0.457385569793132,0.177317070991961
"improv","improv",0.0877245403124051,6930,2293,0.35442311819084,0.0890831274521442,0.177076928651796
"finish","finish",0.0951877812233024,5547,2310,-0.0367412032506911,0.472603799506135,0.177016792492915
"random","random",0.246275979797593,3674,2644,-0.67408737983466,-0.939440920154341,0.170543173372425
"lead","lead",0.120437487546951,6768,2364,0.25407335072805,-0.132629378222574,0.169046738832525
"impact","impact",-0.723834148514384,2183,573,0.85053029724749,0.380413036500729,0.169036395077945
"present","present",0.175470664609105,4332,2498,-0.456989437986575,-0.779869516704532,0.166116914442354
"encod","encod",-0.221247162506279,4357,1546,0.225912258350987,0.493140287825336,0.165935127890014
"explicitli","explicitli",-0.409847978067114,3755,1195,0.430028596055021,0.475570468343346,0.165250362110417
"evil","evil",-0.735772027606972,1844,550,0.562613277481465,0.668225310125777,0.165022186666757
"skill","skill",0.031005049358195,2292,2137,-0.873800913373381,-1.32740523826794,0.161536458084251
"pay","pay",0.214549065011883,4568,2583,-0.435382767912628,-0.699614005976469,0.159593434358575
"css","css",-0.649370778488996,2214,710,0.414941522180626,0.712022072601449,0.159197605431026
"foreign","foreign",-0.614343406364898,2641,775,0.597269882947524,0.494279592450508,0.159068689677711
"former","former",-0.560648643978168,2914,886,0.522429750196676,0.512353364161406,0.158044823459971
"dictionari","dictionari",-0.488741451551717,2996,1007,0.324772642597621,0.636935871341743,0.157655687462549
"infect","infect",-0.282858377299036,5216,1444,0.726061352607045,-0.0238732322229564,0.155692069176989
"modifi","modifi",0.131438906101152,5404,2387,-0.123277153085603,-0.454964134723447,0.154375295912999
"minut","minut",0.518407440377076,5820,3335,-0.45009770696071,-0.386197521478069,0.151502418298145
"facebook","facebook",0.215921349807298,5455,2600,-0.227756416468344,0.461640586566321,0.149935173301759
"folk","folk",-0.273694629731483,4010,1480,0.157385331032534,0.560482663149631,0.148057788150227
"necessari","necessari",0.0361346600018852,5309,2179,-0.0146046642567634,-0.421579293324173,0.147703096356432
"hash","hash",0.20879850121091,7040,2488,0.233056780490302,0.000420411664067255,0.14742523112176
"grant","grant",-0.661323552599929,2435,690,0.673647532492689,0.429441986161958,0.147255322018239
"extend","extend",-0.244867007820246,4102,1535,0.133984652045406,0.551700483047714,0.146939375757624
"fall","fall",-0.429418530464035,3352,1153,0.281951536882981,0.586904869929669,0.146479292116205
"flexibl","flexibl",-0.756442299081901,1839,515,0.700035144300312,0.490884751206141,0.144825865474851
"past","past",-0.0309971956551555,4381,2023,-0.185222848794705,-0.650339059681376,0.144706338410505
"sent","sent",0.0209639692328407,2271,2133,-0.878735944292606,-1.29150694724477,0.144578324061668
"readi","readi",0.799873132456364,2578,4079,-1.15130361685149,-0.778080479864097,0.142216665156325
"earn","earn",-0.714222592657184,1864,591,0.437409680662431,0.698754990220092,0.140647359408446
"text","text",0.152760421386108,1117,2434,-1.26034977511706,-1.52879190050959,0.140400848926212
"patch","patch",-0.0644119481505687,4508,1922,-0.0719084311794496,-0.554119672870502,0.139266431180161
"stay","stay",0.365168703727716,1830,2972,-1.16155336659098,-1.21030765783765,0.137974331658129
"typic","typic",0.0150917018783441,855,2124,-1.29586206350607,-1.68844206614507,0.135890568172448
"url","url",0.252834267696336,616,2617,-1.40116382371936,-1.55428275137071,0.135317731782561
"explor","explor",-0.705705400614979,1989,608,0.511369382228198,0.594641047775034,0.133435009796084
"page","page",0.103804304923709,4662,2312,-0.279186300773117,-0.573681516284648,0.132766506811747
"ident","ident",-0.592636952478752,2857,821,0.642727622656119,0.343105825655865,0.131065498611077
"excit","excit",0.259479783576003,4388,2712,-0.530185626182799,0.660085874790816,0.12979334406134
"competit","competit",-0.30968322913967,3006,1403,-0.199739450576892,0.897365636924173,0.129314319069204
"prevent","prevent",-0.167036415949051,3742,1713,-0.173331848525766,-0.72677752544349,0.128803086989557
"exam","exam",-0.691375115913569,2021,626,0.484314780230586,0.591084870598149,0.128008178305055
"fill","fill",-0.250095943607609,4080,1534,0.126047547546864,0.503358104626155,0.126436569521803
"human","human",-0.171090475144168,4965,1686,0.305663720571478,0.244098364781419,0.126223870069576
"line","line",0.437046216155558,6429,3107,-0.245948388557226,-0.184124956606073,0.125074261401468
